victim_id,state,city,age_bracket,bank,account_balance_tier,fraud_type
V0000403,Madhya Pradesh,Ahmedabad,51+,Bank_E,Low,Cheating
V0000404,Telangana,Hyderabad,51+,Bank_D,Medium,Cheating
V0000405,Andhra Pradesh,Kolkata,36-50,Bank_A,Low,Fraud
V0000406,Bihar,Patna,36-50,Bank_E,High,Fraud
V0000407,Tamil Nadu,Chennai,26-35,Bank_B,Low,Cheating
V0000408,Telangana,Hyderabad,26-35,Bank_B,High,Fraud
V0000409,Telangana,Hyderabad,36-50,Bank_E,Medium,Fraud
V0000410,Telangana,Hyderabad,51+,Bank_A,Medium,Fraud
V0000411,Telangana,Hyderabad,36-50,Bank_E,High,Fraud
V0000412,Telangana,Hyderabad,18-25,Bank_C,Medium,Fraud
V0000413,Telangana,Hyderabad,26-35,Bank_E,Low,Fraud
V0000414,Telangana,Hyderabad,26-35,Bank_C,Low,Fraud
V0000415,Telangana,Hyderabad,36-50,Bank_C,High,Cheating
V0000416,Uttar Pradesh,Lucknow,36-50,Bank_E,Medium,Fraud
V0000417,Bihar,Patna,26-35,Bank_A,Low,Cheating
V0000418,Andhra Pradesh,Hyderabad,36-50,Bank_B,High,Fraud
V0000419,Odisha,Jaipur,36-50,Bank_B,Low,Fraud
V0000420,Bihar,Patna,26-35,Bank_C,Medium,Fraud
V0000421,Andhra Pradesh,Delhi,36-50,Bank_E,Medium,Fraud
V0000422,Telangana,Hyderabad,26-35,Bank_A,High,Fraud
V0000423,Maharashtra,Mumbai,18-25,Bank_B,Low,Fraud
V0000424,Telangana,Hyderabad,36-50,Bank_E,Medium,Cheating
V0000425,Telangana,Hyderabad,51+,Bank_A,Low,Cheating
V0000426,Maharashtra,Mumbai,51+,Bank_D,Medium,Cheating
V0000427,Telangana,Hyderabad,26-35,Bank_A,Low,Cyber Blackmailing
V0000428,Maharashtra,Pune,36-50,Bank_D,Medium,Fraud
V0000429,Telangana,Hyderabad,18-25,Bank_C,Medium,Fraud
V0000430,Bihar,Patna,18-25,Bank_B,High,Fraud
V0000431,Telangana,Hyderabad,26-35,Bank_B,Low,Cheating
V0000432,Maharashtra,Pune,26-35,Bank_B,High,Fraud
V0000433,Telangana,Hyderabad,51+,Bank_B,Low,Fraud
V0000434,Uttarakhand,Mumbai,51+,Bank_B,High,Fraud
V0000435,Bihar,Patna,36-50,Bank_D,High,Fraud
V0000436,Telangana,Hyderabad,26-35,Bank_D,Low,Fraud
V0000437,Odisha,Ahmedabad,51+,Bank_B,Medium,Cheating
V0000438,Andhra Pradesh,Bengaluru,26-35,Bank_A,Medium,Cheating
V0000439,Telangana,Hyderabad,18-25,Bank_A,Low,Fraud
V0000440,Telangana,Hyderabad,51+,Bank_E,High,Cheating
V0000441,Telangana,Hyderabad,51+,Bank_E,Medium,Fraud
V0000442,Odisha,Hyderabad,36-50,Bank_C,Low,Cheating
V0000443,Telangana,Hyderabad,36-50,Bank_A,High,Fraud
V0000444,Telangana,Hyderabad,36-50,Bank_C,Medium,Fraud
V0000445,Maharashtra,Pune,36-50,Bank_E,High,Cheating
V0000446,Telangana,Hyderabad,36-50,Bank_E,Low,Fraud
V0000447,Madhya Pradesh,Mumbai,18-25,Bank_D,High,Fraud
V0000448,Telangana,Hyderabad,18-25,Bank_B,High,Fraud
V0000449,Telangana,Hyderabad,51+,Bank_A,High,Fraud
V0000450,Telangana,Hyderabad,18-25,Bank_A,Low,Fraud
V0000451,Telangana,Hyderabad,36-50,Bank_C,Low,Fraud
V0000452,Maharashtra,Pune,26-35,Bank_E,Medium,Fraud
V0000453,Andhra Pradesh,Jaipur,51+,Bank_B,Medium,Cheating
V0000454,Maharashtra,Mumbai,51+,Bank_C,Low,Cheating
V0000455,Odisha,Bengaluru,51+,Bank_D,Low,Fraud
V0000456,Telangana,Hyderabad,18-25,Bank_D,Low,Cheating
V0000457,Maharashtra,Mumbai,51+,Bank_B,Medium,Fraud
V0000458,Telangana,Hyderabad,26-35,Bank_B,High,Fraud
V0000459,Bihar,Patna,36-50,Bank_D,Low,Cheating
V0000460,Maharashtra,Pune,51+,Bank_E,Medium,Cheating
V0000461,Andhra Pradesh,Ahmedabad,51+,Bank_D,High,Fraud
V0000462,Odisha,Hyderabad,26-35,Bank_C,Medium,Fraud
V0000463,Bihar,Patna,26-35,Bank_E,Low,Cheating
V0000464,Telangana,Hyderabad,18-25,Bank_B,High,Cheating
V0000465,Bihar,Patna,18-25,Bank_C,Low,Cheating
V0000466,Tamil Nadu,Chennai,36-50,Bank_A,High,Fraud
V0000467,Tamil Nadu,Chennai,36-50,Bank_A,High,Cheating
V0000468,Telangana,Hyderabad,26-35,Bank_E,High,Fraud
V0000469,Telangana,Hyderabad,18-25,Bank_B,High,Cyber Blackmailing
V0000470,Telangana,Hyderabad,51+,Bank_D,Medium,Fraud
V0000471,Bihar,Patna,26-35,Bank_E,Medium,Cheating
V0000472,Andhra Pradesh,Bengaluru,36-50,Bank_E,Medium,Fraud
V0000473,Telangana,Hyderabad,18-25,Bank_D,Medium,Cheating
V0000474,Telangana,Hyderabad,26-35,Bank_B,Medium,Fraud
V0000475,Gujarat,Ahmedabad,51+,Bank_C,Low,Cheating
V0000476,Telangana,Hyderabad,18-25,Bank_D,High,Fraud
V0000477,Telangana,Hyderabad,36-50,Bank_E,High,Fraud
V0000478,Telangana,Hyderabad,26-35,Bank_B,High,Fraud
V0000479,Maharashtra,Pune,36-50,Bank_D,High,Cheating
V0000480,Rajasthan,Jaipur,18-25,Bank_E,Low,Cheating
V0000481,Andhra Pradesh,Lucknow,18-25,Bank_C,Low,Fraud
V0000482,Telangana,Hyderabad,26-35,Bank_B,Low,Cheating
V0000483,Odisha,Hyderabad,36-50,Bank_D,Low,Cheating
V0000484,Telangana,Hyderabad,51+,Bank_E,High,Fraud
V0000485,Telangana,Hyderabad,36-50,Bank_B,Low,Cheating
V0000486,Telangana,Hyderabad,18-25,Bank_B,High,Fraud
V0000487,Telangana,Hyderabad,26-35,Bank_D,Medium,Fraud
V0000488,Bihar,Patna,36-50,Bank_D,Medium,Fraud
V0000489,Telangana,Hyderabad,36-50,Bank_A,Low,Cheating
V0000490,Telangana,Hyderabad,51+,Bank_D,Medium,Cheating
V0000491,Telangana,Hyderabad,51+,Bank_C,High,Data theft
V0000492,Bihar,Patna,51+,Bank_A,High,Fraud
V0000493,Andhra Pradesh,Ahmedabad,26-35,Bank_C,High,Cheating
V0000494,Telangana,Hyderabad,36-50,Bank_C,Medium,Cheating
V0000495,Bihar,Patna,36-50,Bank_A,Medium,Cheating
V0000496,Telangana,Hyderabad,36-50,Bank_E,Low,Fake Profile
V0000497,Telangana,Hyderabad,51+,Bank_D,Low,Fraud
V0000498,Maharashtra,Mumbai,18-25,Bank_B,Low,Cheating
V0000499,Uttar Pradesh,Lucknow,36-50,Bank_E,Low,Cheating
V0000500,Telangana,Hyderabad,51+,Bank_D,High,Fraud
V0000501,Telangana,Hyderabad,18-25,Bank_B,Medium,Fraud
V0000502,Maharashtra,Mumbai,18-25,Bank_E,Low,Fraud
V0000503,Andhra Pradesh,Ahmedabad,51+,Bank_B,High,Cheating
V0000504,Andhra Pradesh,Hyderabad,18-25,Bank_B,Low,Fraud
V0000505,Telangana,Hyderabad,26-35,Bank_D,Medium,Cheating
V0000506,Telangana,Hyderabad,18-25,Bank_B,High,Cheating
V0000507,Bihar,Patna,26-35,Bank_E,Low,Cheating
V0000508,Andhra Pradesh,Jaipur,36-50,Bank_B,Medium,Cyber Blackmailing
V0000509,Odisha,Hyderabad,18-25,Bank_A,Medium,Fraud
V0000510,Bihar,Patna,26-35,Bank_D,Medium,Cheating
V0000511,Bihar,Patna,26-35,Bank_D,Medium,Cheating
V0000512,Telangana,Hyderabad,26-35,Bank_C,Low,Fraud
V0000513,Odisha,Jaipur,36-50,Bank_D,Medium,Cheating
V0000514,Tamil Nadu,Chennai,18-25,Bank_C,High,Cheating
V0000515,Telangana,Hyderabad,18-25,Bank_E,Medium,Cheating
V0000516,Telangana,Hyderabad,51+,Bank_C,High,Cheating
V0000517,Andhra Pradesh,Hyderabad,51+,Bank_C,High,Cheating
V0000518,Telangana,Hyderabad,18-25,Bank_D,Low,Fraud
V0000519,Telangana,Hyderabad,51+,Bank_E,Low,Fraud
V0000520,Telangana,Hyderabad,18-25,Bank_D,Medium,Cheating
V0000521,Telangana,Hyderabad,26-35,Bank_D,Medium,Fraud
V0000522,Telangana,Hyderabad,51+,Bank_E,Low,Fraud
V0000523,Telangana,Hyderabad,36-50,Bank_A,High,Fraud
V0000524,Uttar Pradesh,Lucknow,26-35,Bank_D,Low,Fraud
V0000525,Telangana,Hyderabad,18-25,Bank_E,High,Cheating
V0000526,Telangana,Hyderabad,36-50,Bank_A,Medium,Cheating
V0000527,Telangana,Hyderabad,36-50,Bank_B,High,Fraud
V0000528,Maharashtra,Pune,18-25,Bank_B,Low,Fraud
V0000529,Telangana,Hyderabad,36-50,Bank_B,High,Fraud
V0000530,Telangana,Hyderabad,26-35,Bank_A,High,Fraud
V0000531,Bihar,Patna,51+,Bank_B,Medium,Cheating
V0000532,Telangana,Hyderabad,26-35,Bank_E,High,Cheating
V0000533,Bihar,Patna,36-50,Bank_A,High,Cheating
V0000534,Tamil Nadu,Chennai,26-35,Bank_E,Medium,Cheating
V0000535,Odisha,Kolkata,36-50,Bank_B,High,Cheating
V0000536,Maharashtra,Mumbai,36-50,Bank_A,Low,Cheating
V0000537,Maharashtra,Pune,51+,Bank_D,Medium,Cheating
V0000538,Maharashtra,Mumbai,51+,Bank_C,Low,Fraud
V0000539,Telangana,Hyderabad,36-50,Bank_C,Medium,Fraud
V0000540,Bihar,Patna,26-35,Bank_C,High,Fraud
V0000541,Maharashtra,Pune,26-35,Bank_D,Medium,Fraud
V0000542,Telangana,Hyderabad,51+,Bank_A,Low,Cheating
V0000543,Telangana,Hyderabad,36-50,Bank_D,High,Cheating
V0000544,Telangana,Hyderabad,51+,Bank_C,High,Fraud
V0000545,Maharashtra,Mumbai,36-50,Bank_B,High,Cheating
V0000546,Telangana,Hyderabad,51+,Bank_C,Low,Fraud
V0000547,Odisha,Patna,36-50,Bank_C,Medium,Fraud
V0000548,Delhi,Delhi,26-35,Bank_C,High,Cheating
V0000549,Telangana,Hyderabad,36-50,Bank_A,Medium,Fraud
V0000550,Telangana,Hyderabad,36-50,Bank_D,Low,Fraud
V0000551,Maharashtra,Mumbai,36-50,Bank_A,High,Fraud
V0000552,Maharashtra,Mumbai,51+,Bank_C,Low,Cheating
V0000553,Telangana,Hyderabad,26-35,Bank_D,High,Fraud
V0000554,Madhya Pradesh,Chennai,26-35,Bank_B,Low,Fraud
V0000555,Telangana,Hyderabad,36-50,Bank_D,High,Cheating
V0000556,Odisha,Ahmedabad,18-25,Bank_E,High,Cheating
V0000557,Maharashtra,Pune,51+,Bank_C,High,Cheating
V0000558,Odisha,Pune,51+,Bank_A,High,Fraud
V0000559,Bihar,Patna,51+,Bank_A,High,Cheating
V0000560,Telangana,Hyderabad,36-50,Bank_C,Medium,Cheating
V0000561,Bihar,Patna,36-50,Bank_D,Medium,Cheating
V0000562,Telangana,Hyderabad,18-25,Bank_E,High,Fraud
V0000563,Telangana,Hyderabad,51+,Bank_B,Low,Cheating
V0000564,Bihar,Patna,51+,Bank_C,Low,Fraud
V0000565,Telangana,Hyderabad,18-25,Bank_D,Medium,Fraud
V0000566,Maharashtra,Pune,26-35,Bank_D,Medium,Fraud
V0000567,Maharashtra,Pune,18-25,Bank_A,Medium,Fraud
V0000568,Telangana,Hyderabad,36-50,Bank_A,High,Fraud
V0000569,Bihar,Patna,18-25,Bank_E,Medium,Fraud
V0000570,Telangana,Hyderabad,51+,Bank_A,Medium,Cheating
V0000571,Telangana,Hyderabad,36-50,Bank_E,Medium,Fraud
V0000572,Uttar Pradesh,Lucknow,36-50,Bank_B,Medium,Cheating
V0000573,Andhra Pradesh,Chennai,26-35,Bank_D,Low,Cheating
V0000574,Bihar,Patna,26-35,Bank_E,Medium,Fraud
V0000575,Telangana,Hyderabad,36-50,Bank_C,Medium,Cheating
V0000576,Maharashtra,Pune,26-35,Bank_B,Low,Cheating
V0000577,Bihar,Patna,26-35,Bank_B,Low,Cheating
V0000578,Telangana,Hyderabad,36-50,Bank_E,Low,Fraud
V0000579,Bihar,Patna,26-35,Bank_C,Low,Fraud
V0000580,Telangana,Hyderabad,51+,Bank_C,Medium,Fraud
V0000581,Bihar,Patna,51+,Bank_A,High,Fraud
V0000582,Telangana,Hyderabad,26-35,Bank_A,Medium,Fraud
V0000583,Bihar,Patna,36-50,Bank_C,Low,Fraud
V0000584,Telangana,Hyderabad,18-25,Bank_B,High,Cheating
V0000585,Bihar,Patna,18-25,Bank_B,Medium,Fraud
V0000586,Bihar,Patna,51+,Bank_B,High,Fraud
V0000587,Telangana,Hyderabad,51+,Bank_B,High,Fraud
V0000588,Telangana,Hyderabad,18-25,Bank_D,High,Fraud
V0000589,Telangana,Hyderabad,18-25,Bank_A,High,Cheating
V0000590,Telangana,Hyderabad,18-25,Bank_D,Medium,Fraud
V0000591,Telangana,Hyderabad,51+,Bank_E,Low,Fraud
V0000592,Odisha,Bengaluru,51+,Bank_D,Medium,Fraud
V0000593,Maharashtra,Pune,18-25,Bank_A,High,Fraud
V0000594,Telangana,Hyderabad,26-35,Bank_C,Medium,Fraud
V0000595,Telangana,Hyderabad,26-35,Bank_B,High,Fraud
V0000596,Telangana,Hyderabad,26-35,Bank_B,Medium,Fake Profile
V0000597,Telangana,Hyderabad,51+,Bank_B,Low,Cheating
V0000598,Telangana,Hyderabad,18-25,Bank_A,High,Fraud
V0000599,Telangana,Hyderabad,18-25,Bank_D,Low,Fraud
V0000600,Telangana,Hyderabad,51+,Bank_D,Medium,Fraud
V0000601,Telangana,Hyderabad,51+,Bank_D,Medium,Fraud
V0000602,Telangana,Hyderabad,36-50,Bank_D,High,Fraud
V0000603,Maharashtra,Pune,36-50,Bank_E,Medium,Cheating
V0000604,Bihar,Patna,18-25,Bank_A,Medium,Cheating
V0000605,Telangana,Hyderabad,18-25,Bank_D,Low,Fraud
V0000606,Telangana,Hyderabad,51+,Bank_B,High,Fraud
V0000607,Telangana,Hyderabad,36-50,Bank_C,Low,Cheating
V0000608,Telangana,Hyderabad,36-50,Bank_D,High,Cheating
V0000609,Bihar,Patna,51+,Bank_C,Medium,Fraud
V0000610,Telangana,Hyderabad,36-50,Bank_D,Low,Fraud
V0000611,Tamil Nadu,Chennai,36-50,Bank_B,High,Cheating
V0000612,Bihar,Patna,51+,Bank_A,High,Fraud
V0000613,Bihar,Patna,36-50,Bank_A,Medium,Fraud
V0000614,Telangana,Hyderabad,36-50,Bank_C,Medium,Fraud
V0000615,Telangana,Hyderabad,36-50,Bank_E,Medium,Fraud
V0000616,Telangana,Hyderabad,51+,Bank_B,Medium,Cheating
V0000617,Telangana,Hyderabad,51+,Bank_A,Low,Fraud
V0000618,Telangana,Hyderabad,26-35,Bank_D,High,Fraud
V0000619,Maharashtra,Pune,36-50,Bank_B,Medium,Fraud
V0000620,Tamil Nadu,Chennai,36-50,Bank_E,High,Fraud
V0000621,Tamil Nadu,Chennai,36-50,Bank_A,Medium,Cheating
V0000622,Telangana,Hyderabad,36-50,Bank_A,High,Fraud
V0000623,Telangana,Hyderabad,26-35,Bank_A,Medium,Fraud
V0000624,Telangana,Hyderabad,26-35,Bank_E,Low,Fraud
V0000625,Bihar,Patna,26-35,Bank_E,High,Fraud
V0000626,Odisha,Mumbai,51+,Bank_E,Low,Fraud
V0000627,Odisha,Patna,51+,Bank_E,Low,Cheating
V0000628,Odisha,Mumbai,18-25,Bank_C,Low,Fraud
V0000629,Telangana,Hyderabad,51+,Bank_B,High,Cheating
V0000630,Telangana,Hyderabad,26-35,Bank_B,Medium,Fraud
V0000631,Maharashtra,Pune,36-50,Bank_C,High,Cheating
V0000632,Telangana,Hyderabad,36-50,Bank_B,High,Cheating
V0000633,Telangana,Hyderabad,51+,Bank_E,Medium,Fraud
V0000634,Telangana,Hyderabad,36-50,Bank_D,Medium,Fraud
V0000635,Andhra Pradesh,Mumbai,26-35,Bank_B,Medium,Forgery
V0000636,Bihar,Patna,18-25,Bank_B,Medium,Cheating
V0000637,Telangana,Hyderabad,51+,Bank_C,High,Cheating
V0000638,Andhra Pradesh,Ahmedabad,36-50,Bank_B,Medium,Fraud
V0000639,Kerala,Pune,18-25,Bank_A,Medium,Fraud
V0000640,Andhra Pradesh,Pune,18-25,Bank_A,High,Fraud
V0000641,Bihar,Patna,26-35,Bank_C,High,Fraud
V0000642,Telangana,Hyderabad,18-25,Bank_A,High,Fraud
V0000643,Tamil Nadu,Chennai,36-50,Bank_B,Medium,Fraud
V0000644,Tamil Nadu,Chennai,26-35,Bank_A,Medium,Cheating
V0000645,Odisha,Hyderabad,26-35,Bank_D,Low,Fraud
V0000646,Telangana,Hyderabad,36-50,Bank_E,High,Cheating
V0000647,Maharashtra,Mumbai,26-35,Bank_B,Low,Cheating
V0000648,Telangana,Hyderabad,36-50,Bank_A,High,Fraud
V0000649,Telangana,Hyderabad,26-35,Bank_B,Medium,Cheating
V0000650,Odisha,Mumbai,51+,Bank_C,Low,Cheating
V0000651,Telangana,Hyderabad,26-35,Bank_D,High,Fraud
V0000652,Telangana,Hyderabad,36-50,Bank_C,High,Fraud
V0000653,Maharashtra,Mumbai,26-35,Bank_E,Low,Cheating
V0000654,Tamil Nadu,Chennai,36-50,Bank_B,Low,Fraud
V0000655,Bihar,Patna,18-25,Bank_C,Medium,Fraud
V0000656,Bihar,Patna,18-25,Bank_A,Medium,Cheating
V0000657,Telangana,Hyderabad,36-50,Bank_E,High,Fraud
V0000658,Maharashtra,Mumbai,36-50,Bank_A,Low,Fraud
V0000659,Bihar,Patna,36-50,Bank_A,Medium,Fraud
V0000660,Tamil Nadu,Chennai,51+,Bank_B,Low,Cheating
V0000661,Uttar Pradesh,Lucknow,26-35,Bank_C,Low,Fraud
V0000662,Maharashtra,Pune,18-25,Bank_E,Medium,Cheating
V0000663,Odisha,Pune,51+,Bank_D,Low,Cheating
V0000664,Tamil Nadu,Chennai,51+,Bank_A,Medium,Fraud
V0000665,Bihar,Patna,18-25,Bank_B,Medium,Cheating
V0000666,Telangana,Hyderabad,18-25,Bank_B,Medium,Fraud
V0000667,Telangana,Hyderabad,26-35,Bank_A,High,Fraud
V0000668,Telangana,Hyderabad,18-25,Bank_E,Low,Fraud
V0000669,Bihar,Patna,18-25,Bank_C,High,Fraud
V0000670,Telangana,Hyderabad,51+,Bank_A,Medium,Fraud
V0000671,Telangana,Hyderabad,51+,Bank_A,High,Cheating
V0000672,Tamil Nadu,Chennai,26-35,Bank_C,Low,Fraud
V0000673,Odisha,Chennai,18-25,Bank_E,Medium,Cheating
V0000674,Telangana,Hyderabad,26-35,Bank_B,High,Cheating
V0000675,Telangana,Hyderabad,51+,Bank_B,Low,Cheating
V0000676,Telangana,Hyderabad,26-35,Bank_B,Low,Fraud
V0000677,Telangana,Hyderabad,36-50,Bank_B,Low,Fraud
V0000678,Rajasthan,Jaipur,18-25,Bank_D,High,Cheating
V0000679,Telangana,Hyderabad,18-25,Bank_E,Medium,Fraud
V0000680,Maharashtra,Pune,18-25,Bank_C,Low,Fraud
V0000681,Telangana,Hyderabad,36-50,Bank_E,High,Fraud
V0000682,Maharashtra,Pune,26-35,Bank_B,High,Cheating
V0000683,Telangana,Hyderabad,51+,Bank_C,Medium,Fraud
V0000684,Tamil Nadu,Chennai,36-50,Bank_E,Low,Fraud
V0000685,Telangana,Hyderabad,36-50,Bank_B,Low,Cheating
V0000686,Telangana,Hyderabad,36-50,Bank_E,High,Fraud
V0000687,Telangana,Hyderabad,51+,Bank_C,Medium,Cheating
V0000688,Bihar,Patna,18-25,Bank_E,High,Cheating
V0000689,Madhya Pradesh,Hyderabad,18-25,Bank_E,Low,Fraud
V0000690,Telangana,Hyderabad,51+,Bank_B,Low,Cheating
V0000691,Telangana,Hyderabad,26-35,Bank_B,High,Fraud
V0000692,Andhra Pradesh,Hyderabad,51+,Bank_E,High,Fraud
V0000693,Telangana,Hyderabad,51+,Bank_D,High,Fraud
V0000694,Telangana,Hyderabad,36-50,Bank_E,High,Cheating
V0000695,Telangana,Hyderabad,51+,Bank_D,High,Fraud
V0000696,Telangana,Hyderabad,51+,Bank_B,High,Fraud
V0000697,Maharashtra,Mumbai,26-35,Bank_D,Medium,Cheating
V0000698,Andhra Pradesh,Lucknow,51+,Bank_C,High,Cheating
V0000699,Tamil Nadu,Chennai,36-50,Bank_E,High,Fraud
V0000700,Bihar,Patna,18-25,Bank_A,Low,Fraud
V0000701,Telangana,Hyderabad,18-25,Bank_E,Low,Cheating
V0000702,Telangana,Hyderabad,18-25,Bank_C,Medium,Fraud
V0000703,Telangana,Hyderabad,18-25,Bank_E,Medium,Fraud
V0000704,Telangana,Hyderabad,36-50,Bank_E,Medium,Cheating
V0000705,Telangana,Hyderabad,18-25,Bank_B,High,Cheating
V0000706,Telangana,Hyderabad,18-25,Bank_C,Low,Cheating
V0000707,Andhra Pradesh,Pune,18-25,Bank_C,Low,Fraud
V0000708,Telangana,Hyderabad,18-25,Bank_B,Medium,Cheating
V0000709,Telangana,Hyderabad,26-35,Bank_B,Low,Cheating
V0000710,Telangana,Hyderabad,26-35,Bank_E,Low,Cheating
V0000711,Maharashtra,Mumbai,26-35,Bank_A,High,Cheating
V0000712,Madhya Pradesh,Bengaluru,36-50,Bank_C,High,Fraud
V0000713,Odisha,Lucknow,51+,Bank_D,Medium,Fraud
V0000714,Bihar,Patna,18-25,Bank_B,High,Cheating
V0000715,Telangana,Hyderabad,51+,Bank_E,High,Cheating
V0000716,Maharashtra,Pune,51+,Bank_C,High,Cheating
V0000717,Maharashtra,Pune,51+,Bank_C,Medium,Cheating
V0000718,Maharashtra,Mumbai,26-35,Bank_E,Low,Forgery
V0000719,Andhra Pradesh,Chennai,18-25,Bank_B,High,Cheating
V0000720,Telangana,Hyderabad,26-35,Bank_C,Low,Fraud
V0000721,Telangana,Hyderabad,18-25,Bank_C,High,Cheating
V0000722,Tamil Nadu,Chennai,18-25,Bank_C,Low,Cheating
V0000723,Bihar,Patna,18-25,Bank_A,Medium,Cheating
V0000724,Bihar,Patna,18-25,Bank_D,Medium,Fraud
V0000725,Telangana,Hyderabad,18-25,Bank_D,High,Cheating
V0000726,Telangana,Hyderabad,51+,Bank_A,Medium,Cheating
V0000727,Andhra Pradesh,Patna,18-25,Bank_A,High,Fraud
V0000728,Odisha,Kolkata,18-25,Bank_D,Low,Cheating
V0000729,Telangana,Hyderabad,26-35,Bank_E,High,Fraud
V0000730,Bihar,Patna,36-50,Bank_C,High,Fraud
V0000731,Telangana,Hyderabad,26-35,Bank_D,High,Cheating
V0000732,Telangana,Hyderabad,36-50,Bank_D,Low,Cheating
V0000733,Andhra Pradesh,Hyderabad,36-50,Bank_D,Medium,Cheating
V0000734,Tamil Nadu,Chennai,26-35,Bank_E,High,Fraud
V0000735,Telangana,Hyderabad,51+,Bank_E,High,Fraud
V0000736,Telangana,Hyderabad,26-35,Bank_A,High,Cyber Blackmailing
V0000737,Telangana,Hyderabad,18-25,Bank_A,Low,Cheating
V0000738,Telangana,Hyderabad,36-50,Bank_C,High,Fraud
V0000739,Telangana,Hyderabad,18-25,Bank_B,Low,Fraud
V0000740,Bihar,Patna,51+,Bank_A,Medium,Cheating
V0000741,Telangana,Hyderabad,51+,Bank_D,Medium,Cheating
V0000742,Kerala,Lucknow,51+,Bank_A,High,Fraud
V0000743,Telangana,Hyderabad,36-50,Bank_B,Medium,Fraud
V0000744,Telangana,Hyderabad,26-35,Bank_E,High,Cheating
V0000745,Telangana,Hyderabad,36-50,Bank_D,Medium,Fraud
V0000746,Uttar Pradesh,Lucknow,51+,Bank_D,High,Fraud
V0000747,Telangana,Hyderabad,36-50,Bank_E,Medium,Cheating
V0000748,Telangana,Hyderabad,36-50,Bank_B,Low,Fraud
V0000749,Telangana,Hyderabad,36-50,Bank_A,Medium,Fraud
V0000750,Maharashtra,Pune,26-35,Bank_E,Medium,Fraud
V0000751,Bihar,Patna,18-25,Bank_E,Medium,Cheating
V0000752,Bihar,Patna,26-35,Bank_E,High,Cheating
V0000753,Telangana,Hyderabad,18-25,Bank_A,High,Cheating
V0000754,Telangana,Hyderabad,36-50,Bank_C,Low,Fraud
V0000755,Telangana,Hyderabad,18-25,Bank_E,Medium,Fraud
V0000756,Telangana,Hyderabad,36-50,Bank_C,High,Cheating
V0000757,Telangana,Hyderabad,18-25,Bank_D,High,Fraud
V0000758,Maharashtra,Pune,26-35,Bank_C,High,Fraud
V0000759,Telangana,Hyderabad,36-50,Bank_D,High,Cheating
V0000760,Bihar,Patna,18-25,Bank_D,Low,Fraud
V0000761,Maharashtra,Mumbai,18-25,Bank_D,High,Fraud
V0000762,Bihar,Patna,18-25,Bank_A,Medium,Fraud
V0000763,Telangana,Hyderabad,18-25,Bank_E,Medium,Cheating
V0000764,Maharashtra,Pune,18-25,Bank_B,High,Fraud
V0000765,Telangana,Hyderabad,26-35,Bank_A,Low,Cheating
V0000766,Telangana,Hyderabad,51+,Bank_C,Low,Fraud
V0000767,Telangana,Hyderabad,36-50,Bank_D,High,Cheating
V0000768,Maharashtra,Pune,26-35,Bank_E,Medium,Fraud
V0000769,Maharashtra,Mumbai,18-25,Bank_E,Medium,Fraud
V0000770,Tamil Nadu,Chennai,18-25,Bank_C,Low,Cheating
V0000771,Telangana,Hyderabad,26-35,Bank_C,Medium,Fraud
V0000772,Telangana,Hyderabad,51+,Bank_B,Low,Cheating
V0000773,Telangana,Hyderabad,26-35,Bank_E,Low,Cheating
V0000774,Telangana,Hyderabad,36-50,Bank_B,Medium,Fraud
V0000775,Telangana,Hyderabad,26-35,Bank_E,High,Cheating
V0000776,Telangana,Hyderabad,51+,Bank_B,High,Fraud
V0000777,Telangana,Hyderabad,36-50,Bank_C,High,Fraud
V0000778,Odisha,Kolkata,18-25,Bank_E,Low,Cheating
V0000779,Telangana,Hyderabad,51+,Bank_C,Medium,Cheating
V0000780,Bihar,Patna,26-35,Bank_A,Low,Cheating
V0000781,Bihar,Patna,18-25,Bank_E,High,Fraud
V0000782,Telangana,Hyderabad,36-50,Bank_A,Medium,Fraud
V0000783,Telangana,Hyderabad,18-25,Bank_B,Low,Cheating
V0000784,Telangana,Hyderabad,36-50,Bank_E,Low,Fraud
V0000785,Telangana,Hyderabad,26-35,Bank_C,Medium,Cheating
V0000786,Bihar,Patna,18-25,Bank_E,High,Fraud
V0000787,Bihar,Patna,36-50,Bank_D,Medium,Cheating
V0000788,Telangana,Hyderabad,18-25,Bank_C,High,Cheating
V0000789,Telangana,Hyderabad,51+,Bank_D,High,Fraud
V0000790,Telangana,Hyderabad,26-35,Bank_A,Low,Fraud
V0000791,Telangana,Hyderabad,36-50,Bank_D,Low,Fraud
V0000792,Telangana,Hyderabad,36-50,Bank_D,Medium,Cheating
V0000793,Telangana,Hyderabad,26-35,Bank_D,Low,Cheating
V0000794,Telangana,Hyderabad,51+,Bank_A,High,Fraud
V0000795,Telangana,Hyderabad,18-25,Bank_D,Medium,Fraud
V0000796,Andhra Pradesh,Bengaluru,36-50,Bank_B,Medium,Cheating
V0000797,Bihar,Patna,36-50,Bank_E,Low,Cheating
V0000798,Tamil Nadu,Chennai,18-25,Bank_B,Medium,Cheating
V0000799,Telangana,Hyderabad,18-25,Bank_D,Medium,Fraud
V0000800,Telangana,Hyderabad,18-25,Bank_D,Medium,Cheating
V0000801,Andhra Pradesh,Lucknow,26-35,Bank_A,High,Fraud
V0000802,Andhra Pradesh,Hyderabad,26-35,Bank_E,High,Cheating
V0000803,Kerala,Lucknow,51+,Bank_C,High,Cheating
