complaint_id,fraud_type,amount,state,city,chain_depth,prior_case_count,mule_reputation,account_age_days,ring_size,account_type,channel
C0000268,Fraud,1882900.0,Bihar,Patna,2,11,0.9787,1935,3,SAVINGS,BRANCH
C0000269,Fraud,77300.0,Telangana,Hyderabad,5,2,0.5034,154,9,SAVINGS,ATM
C0000270,Fraud,19500.0,Bihar,Patna,2,0,0.0,1407,11,SAVINGS,BRANCH
C0000271,Fraud,22500.0,Bihar,Patna,4,4,0.7534,711,12,SAVINGS,BRANCH
C0000272,Fraud,126400.0,Telangana,Hyderabad,3,18,0.9982,1654,3,SAVINGS,ATM
C0000273,Fraud,12800.0,Bihar,Patna,3,8,0.9392,574,3,SAVINGS,BRANCH
C0000274,Cheating,104800.0,Telangana,Hyderabad,3,57,1.0,1227,3,SAVINGS,ATM
C0000275,Fraud,9900.0,Telangana,Hyderabad,3,60,1.0,1451,3,SAVINGS,ATM
C0000276,Cheating,21000.0,Telangana,Hyderabad,3,3,0.6501,1074,9,SAVINGS,BRANCH
C0000277,Fraud,5700.0,Telangana,Hyderabad,3,7,0.9137,1812,3,CURRENT,BRANCH
C0000278,Fraud,212300.0,Bihar,Patna,3,5,0.8262,1772,12,SAVINGS,BRANCH
C0000279,Fraud,982000.0,Bihar,Patna,3,10,0.9698,157,3,SAVINGS,BRANCH
C0000280,Cheating,11400.0,Bihar,Patna,3,59,1.0,1227,3,SAVINGS,BRANCH
C0000281,Cheating,2220000.0,Maharashtra,Mumbai,3,0,0.0,495,3,SAVINGS,ATM
C0000282,Cheating,34800.0,Telangana,Hyderabad,3,13,0.9894,1935,3,SAVINGS,ATM
C0000283,Cheating,383100.0,Odisha,Jaipur,4,2,0.5034,1779,18,SAVINGS,BRANCH
C0000284,Fraud,9000.0,Telangana,Hyderabad,3,2,0.5034,1825,3,SAVINGS,ATM
C0000285,Cheating,390700.0,Telangana,Hyderabad,3,60,1.0,1227,3,SAVINGS,ATM
C0000286,Fraud,1517700.0,Telangana,Hyderabad,6,1,0.2953,1169,6,SAVINGS,BRANCH
C0000287,Cheating,1600.0,Bihar,Patna,3,0,0.0,1316,6,SAVINGS,BRANCH
C0000288,Cheating,3600.0,Telangana,Hyderabad,3,0,0.0,502,3,SAVINGS,ATM
C0000289,Cheating,27100.0,Telangana,Hyderabad,3,9,0.9571,574,3,SAVINGS,ATM
C0000290,Cheating,2200.0,Bihar,Patna,2,0,0.0,1014,4,SAVINGS,ATM
C0000291,Cheating,158400.0,Uttar Pradesh,Lucknow,4,4,0.7534,447,5,CURRENT,ATM
C0000292,Cheating,12400.0,Maharashtra,Pune,3,4,0.7534,815,5,SAVINGS,ATM
C0000293,Cheating,10400.0,Telangana,Hyderabad,3,2,0.5034,199,7,CURRENT,BRANCH
C0000294,Fraud,1111400.0,Telangana,Hyderabad,3,61,1.0,1227,3,SAVINGS,ATM
C0000295,Cheating,222800.0,Telangana,Hyderabad,4,5,0.8262,1365,5,CURRENT,BRANCH
C0000296,Fraud,5200.0,Andhra Pradesh,Kolkata,3,1,0.2953,138,3,SAVINGS,ATM
C0000297,Cheating,57800.0,Maharashtra,Pune,3,0,0.0,2074,3,SAVINGS,ATM
C0000298,Fraud,29100.0,Telangana,Hyderabad,3,19,0.9987,1619,3,SAVINGS,BRANCH
C0000299,Cheating,7000.0,Telangana,Hyderabad,3,9,0.9571,873,3,SAVINGS,BRANCH
C0000300,Fraud,23400.0,Telangana,Hyderabad,3,4,0.7534,1035,3,SAVINGS,BRANCH
C0000301,Fraud,210400.0,Telangana,Hyderabad,3,62,1.0,1227,3,SAVINGS,BRANCH
C0000302,Fraud,50000.0,Telangana,Hyderabad,3,10,0.9698,625,12,SAVINGS,ATM
C0000303,Cheating,4200.0,Telangana,Hyderabad,2,0,0.0,1316,3,SAVINGS,BRANCH
C0000304,Fraud,67200.0,Telangana,Hyderabad,3,63,1.0,1227,3,SAVINGS,BRANCH
C0000305,Cheating,50100.0,Telangana,Hyderabad,3,2,0.5034,2183,3,SAVINGS,ATM
C0000306,Fraud,6200.0,Telangana,Hyderabad,4,1,0.2953,1822,8,SAVINGS,ATM
C0000307,Forgery,47900.0,Telangana,Hyderabad,5,5,0.8262,2053,8,SAVINGS,BRANCH
C0000308,Cheating,64000.0,Telangana,Hyderabad,3,64,1.0,1227,3,SAVINGS,BRANCH
C0000309,Cyber Blackmailing,12200.0,Telangana,Hyderabad,3,67,1.0,870,3,SAVINGS,ATM
C0000310,Fraud,878300.0,Telangana,Hyderabad,3,19,0.9987,1301,3,SAVINGS,BRANCH
C0000311,Fraud,33800.0,Telangana,Hyderabad,4,0,0.0,619,4,SAVINGS,ATM
C0000312,Cheating,2220000.0,Odisha,Jaipur,3,0,0.0,405,3,SAVINGS,BRANCH
C0000313,Fraud,93800.0,Telangana,Hyderabad,4,3,0.6501,1346,5,SAVINGS,BRANCH
C0000314,Cheating,625800.0,Telangana,Hyderabad,3,3,0.6501,2183,3,SAVINGS,BRANCH
C0000315,Fraud,8400.0,Telangana,Hyderabad,3,0,0.0,716,3,SAVINGS,ATM
C0000316,Cheating,19800.0,Telangana,Hyderabad,2,4,0.7534,2197,6,CURRENT,ATM
C0000317,Fraud,783700.0,Telangana,Hyderabad,2,0,0.0,1495,3,SAVINGS,ATM
C0000318,Fraud,1000.0,Bihar,Patna,3,0,0.0,1379,3,SAVINGS,ATM
C0000319,Fraud,345400.0,Andhra Pradesh,Pune,4,9,0.9571,1394,12,SAVINGS,BRANCH
C0000320,Fraud,30600.0,Tamil Nadu,Chennai,3,4,0.7534,2130,3,SAVINGS,ATM
C0000321,Forgery,40800.0,Telangana,Hyderabad,3,66,1.0,1227,3,SAVINGS,BRANCH
C0000322,Fraud,10000.0,Bihar,Patna,3,69,1.0,1451,3,SAVINGS,ATM
C0000323,Cheating,650500.0,Gujarat,Ahmedabad,3,68,1.0,1227,3,SAVINGS,BRANCH
C0000324,Cheating,3800.0,Telangana,Hyderabad,2,69,1.0,1227,3,SAVINGS,ATM
C0000325,Cheating,1026600.0,Bihar,Patna,3,0,0.0,1036,7,SAVINGS,BRANCH
C0000326,Fraud,328100.0,Andhra Pradesh,Pune,3,10,0.9698,1797,3,SAVINGS,BRANCH
C0000327,Cheating,2600.0,Telangana,Hyderabad,4,1,0.2953,54,4,SAVINGS,BRANCH
C0000328,Cheating,14000.0,Bihar,Patna,2,7,0.9137,1772,12,SAVINGS,ATM
C0000329,Fraud,266200.0,Telangana,Hyderabad,4,4,0.7534,1346,5,SAVINGS,BRANCH
C0000330,Cheating,535100.0,Bihar,Patna,3,72,1.0,1451,3,SAVINGS,BRANCH
C0000331,Fraud,71900.0,Maharashtra,Mumbai,3,1,0.2953,608,5,SAVINGS,ATM
C0000332,Fraud,115800.0,Telangana,Hyderabad,3,5,0.8262,1880,12,CURRENT,BRANCH
C0000333,Fraud,167800.0,Bihar,Patna,3,73,1.0,1451,3,SAVINGS,ATM
C0000334,Cheating,1600.0,Telangana,Hyderabad,3,4,0.7534,1566,9,CURRENT,ATM
C0000335,Fraud,41400.0,Telangana,Hyderabad,3,1,0.2953,1495,3,SAVINGS,BRANCH
C0000336,Fraud,121900.0,Telangana,Hyderabad,2,1,0.2953,1801,18,CURRENT,ATM
C0000337,Cheating,295700.0,Telangana,Hyderabad,3,72,1.0,1227,3,SAVINGS,ATM
C0000338,Cheating,40800.0,Andhra Pradesh,Patna,3,12,0.985,157,3,SAVINGS,BRANCH
C0000339,Fraud,7400.0,Telangana,Hyderabad,3,1,0.2953,2091,3,CURRENT,BRANCH
C0000340,Fraud,24400.0,Telangana,Hyderabad,3,73,1.0,1227,3,SAVINGS,ATM
C0000341,Fraud,44100.0,Maharashtra,Mumbai,3,1,0.2953,965,3,SAVINGS,ATM
C0000342,Cheating,223800.0,Telangana,Hyderabad,4,6,0.8775,2053,8,SAVINGS,BRANCH
C0000343,Fraud,11000.0,Maharashtra,Pune,3,4,0.7534,548,3,CURRENT,BRANCH
C0000344,Fraud,187600.0,Telangana,Hyderabad,4,0,0.0,2041,18,SAVINGS,ATM
C0000345,Cheating,16500.0,Telangana,Hyderabad,3,2,0.5034,771,6,SAVINGS,ATM
C0000346,Fraud,30100.0,Telangana,Hyderabad,3,75,1.0,870,3,SAVINGS,ATM
C0000347,Fraud,99800.0,Telangana,Hyderabad,3,0,0.0,530,3,SAVINGS,ATM
C0000348,Fraud,240900.0,Bihar,Patna,4,8,0.9392,2033,12,CURRENT,BRANCH
C0000349,Fraud,10400.0,Telangana,Hyderabad,4,1,0.2953,826,18,SAVINGS,ATM
C0000350,Cheating,2220000.0,Bihar,Patna,3,0,0.0,280,3,SAVINGS,BRANCH
C0000351,Cheating,265200.0,Bihar,Patna,4,12,0.985,625,12,SAVINGS,BRANCH
C0000352,Fraud,60600.0,Andhra Pradesh,Kolkata,3,20,0.9991,1301,3,SAVINGS,ATM
C0000353,Cheating,606000.0,Telangana,Hyderabad,3,22,0.9995,1619,3,SAVINGS,ATM
C0000354,Cheating,12000.0,Telangana,Hyderabad,2,2,0.5034,1121,3,SAVINGS,ATM
C0000355,Fraud,2220000.0,Telangana,Hyderabad,3,1,0.2953,679,8,CURRENT,BRANCH
C0000356,Cheating,123700.0,Odisha,Hyderabad,3,77,1.0,1451,3,SAVINGS,ATM
C0000357,Fraud,58000.0,Tamil Nadu,Chennai,3,76,1.0,1227,3,SAVINGS,BRANCH
C0000358,Fraud,11800.0,Odisha,Hyderabad,3,1,0.2953,1059,3,CURRENT,BRANCH
C0000359,Cheating,15800.0,Maharashtra,Pune,3,9,0.9571,1772,12,SAVINGS,BRANCH
C0000360,Cheating,7900.0,Bihar,Patna,3,3,0.6501,78,7,CURRENT,BRANCH
C0000361,Fraud,7500.0,Telangana,Hyderabad,3,23,0.9997,1654,3,SAVINGS,BRANCH
C0000362,Cheating,165800.0,Telangana,Hyderabad,3,77,1.0,1227,3,SAVINGS,ATM
C0000363,Fraud,122400.0,Telangana,Hyderabad,3,0,0.0,451,3,SAVINGS,ATM
C0000364,Fraud,2220000.0,Andhra Pradesh,Hyderabad,3,78,1.0,1227,3,SAVINGS,BRANCH
C0000365,Fraud,228600.0,Telangana,Hyderabad,3,1,0.2953,1253,18,SAVINGS,BRANCH
C0000366,Fraud,1314700.0,Telangana,Hyderabad,3,0,0.0,800,3,SAVINGS,BRANCH
C0000367,Fraud,22200.0,Telangana,Hyderabad,3,79,1.0,1227,3,SAVINGS,ATM
C0000368,Cheating,2400.0,Telangana,Hyderabad,3,1,0.2953,1054,3,SAVINGS,ATM
C0000369,Cheating,2900.0,Bihar,Patna,3,0,0.0,566,3,SAVINGS,ATM
C0000370,Cheating,95800.0,Tamil Nadu,Chennai,3,80,1.0,1227,3,SAVINGS,BRANCH
C0000371,Cheating,3700.0,Maharashtra,Pune,4,2,0.5034,160,18,CURRENT,BRANCH
C0000372,Cheating,733800.0,Andhra Pradesh,Hyderabad,4,0,0.0,1675,4,SAVINGS,BRANCH
C0000373,Fraud,174100.0,Telangana,Hyderabad,3,23,0.9997,1301,3,SAVINGS,BRANCH
C0000374,Fraud,63500.0,Telangana,Hyderabad,5,7,0.9137,396,8,CURRENT,BRANCH
C0000375,Fraud,43400.0,Maharashtra,Mumbai,5,2,0.5034,136,8,SAVINGS,BRANCH
C0000376,Fraud,295800.0,Bihar,Patna,3,24,0.9998,1301,3,SAVINGS,BRANCH
C0000377,Cheating,63500.0,Telangana,Hyderabad,3,0,0.0,1181,3,SAVINGS,ATM
C0000378,Cheating,82800.0,Telangana,Hyderabad,3,83,1.0,1451,3,SAVINGS,BRANCH
C0000379,Fraud,1718100.0,Telangana,Hyderabad,3,25,0.9998,1301,3,SAVINGS,BRANCH
C0000380,Cheating,2220000.0,Telangana,Hyderabad,3,82,1.0,1227,3,SAVINGS,BRANCH
C0000381,Cheating,43700.0,Maharashtra,Pune,4,11,0.9787,1394,12,SAVINGS,ATM
C0000382,Fraud,10000.0,Telangana,Hyderabad,2,84,1.0,870,3,SAVINGS,BRANCH
C0000383,Cheating,101800.0,Maharashtra,Mumbai,3,83,1.0,1227,3,SAVINGS,ATM
C0000384,Fraud,41100.0,Maharashtra,Mumbai,3,1,0.2953,1907,3,SAVINGS,ATM
C0000385,Fraud,79300.0,Telangana,Hyderabad,4,4,0.7534,277,5,SAVINGS,BRANCH
C0000386,Fraud,1200.0,Andhra Pradesh,Mumbai,3,84,1.0,1227,3,SAVINGS,ATM
C0000387,Fraud,79200.0,Bihar,Patna,3,85,1.0,1227,3,SAVINGS,BRANCH
C0000388,Fraud,5600.0,Telangana,Hyderabad,3,0,0.0,228,5,SAVINGS,ATM
C0000389,Fraud,348300.0,Odisha,Jaipur,3,3,0.6501,1121,3,SAVINGS,BRANCH
C0000390,Cheating,6200.0,Bihar,Patna,4,0,0.0,141,4,SAVINGS,ATM
C0000391,Fraud,8100.0,Telangana,Hyderabad,4,0,0.0,365,11,SAVINGS,BRANCH
C0000392,Fraud,469900.0,Telangana,Hyderabad,3,88,1.0,870,3,SAVINGS,ATM
C0000393,Cheating,43000.0,Telangana,Hyderabad,5,1,0.2953,1624,18,CURRENT,ATM
C0000394,Fraud,43000.0,Telangana,Hyderabad,3,0,0.0,834,18,SAVINGS,BRANCH
C0000395,Cheating,35700.0,Telangana,Hyderabad,3,3,0.6501,297,12,SAVINGS,ATM
C0000396,Cheating,448900.0,Maharashtra,Mumbai,2,10,0.9698,886,12,SAVINGS,BRANCH
C0000397,Cheating,6400.0,Maharashtra,Mumbai,3,90,1.0,1451,3,SAVINGS,BRANCH
C0000398,Fraud,103900.0,Maharashtra,Mumbai,4,0,0.0,1136,18,SAVINGS,BRANCH
C0000399,Cheating,123500.0,Telangana,Hyderabad,2,26,0.9999,1301,3,SAVINGS,ATM
C0000400,Fraud,61200.0,Telangana,Hyderabad,3,88,1.0,1227,3,SAVINGS,BRANCH
C0000401,Fraud,103200.0,Bihar,Patna,3,89,1.0,1227,3,SAVINGS,BRANCH
C0000402,Fraud,57700.0,Telangana,Hyderabad,2,90,1.0,1227,3,SAVINGS,ATM
C0000403,Cheating,86300.0,Madhya Pradesh,Ahmedabad,3,13,0.9894,157,3,SAVINGS,ATM
C0000404,Cheating,114200.0,Telangana,Hyderabad,3,91,1.0,1227,3,SAVINGS,ATM
C0000405,Fraud,14500.0,Andhra Pradesh,Kolkata,3,1,0.2953,1023,3,SAVINGS,ATM
C0000406,Fraud,2700.0,Bihar,Patna,4,5,0.8262,2146,5,CURRENT,BRANCH
C0000407,Cheating,976900.0,Tamil Nadu,Chennai,3,92,1.0,1227,3,SAVINGS,BRANCH
C0000408,Fraud,1328900.0,Telangana,Hyderabad,3,10,0.9698,1756,3,SAVINGS,ATM
C0000409,Fraud,150100.0,Telangana,Hyderabad,3,93,1.0,1227,3,SAVINGS,ATM
C0000410,Fraud,22500.0,Telangana,Hyderabad,5,6,0.8775,2146,5,CURRENT,BRANCH
C0000411,Fraud,18800.0,Telangana,Hyderabad,3,94,1.0,1227,3,SAVINGS,ATM
C0000412,Fraud,245000.0,Telangana,Hyderabad,4,8,0.9392,2053,8,SAVINGS,BRANCH
C0000413,Fraud,32600.0,Telangana,Hyderabad,3,0,0.0,95,3,SAVINGS,ATM
C0000414,Fraud,1000.0,Telangana,Hyderabad,2,27,0.9999,1654,3,SAVINGS,ATM
C0000415,Cheating,114900.0,Telangana,Hyderabad,3,97,1.0,870,3,SAVINGS,BRANCH
C0000416,Fraud,30400.0,Uttar Pradesh,Lucknow,2,96,1.0,1227,3,SAVINGS,ATM
C0000417,Cheating,896100.0,Bihar,Patna,4,7,0.9137,2146,5,CURRENT,BRANCH
C0000418,Fraud,28700.0,Andhra Pradesh,Hyderabad,3,1,0.2953,1316,6,SAVINGS,BRANCH
C0000419,Fraud,122100.0,Odisha,Jaipur,6,0,0.0,1906,9,SAVINGS,ATM
C0000420,Fraud,233100.0,Bihar,Patna,3,9,0.9571,1438,3,SAVINGS,ATM
C0000421,Fraud,7800.0,Andhra Pradesh,Delhi,3,0,0.0,2161,3,SAVINGS,ATM
C0000422,Fraud,338800.0,Telangana,Hyderabad,2,98,1.0,1451,3,SAVINGS,ATM
C0000423,Fraud,6400.0,Maharashtra,Mumbai,3,0,0.0,1059,3,SAVINGS,ATM
C0000424,Cheating,84700.0,Telangana,Hyderabad,4,0,0.0,1457,4,SAVINGS,ATM
C0000425,Cheating,419800.0,Telangana,Hyderabad,3,28,0.9999,1654,3,SAVINGS,BRANCH
C0000426,Cheating,153400.0,Maharashtra,Mumbai,3,0,0.0,1237,3,SAVINGS,BRANCH
C0000427,Cyber Blackmailing,38800.0,Telangana,Hyderabad,3,98,1.0,1227,3,SAVINGS,ATM
C0000428,Fraud,2220000.0,Maharashtra,Pune,3,29,1.0,1301,3,SAVINGS,ATM
C0000429,Fraud,53500.0,Telangana,Hyderabad,4,0,0.0,461,5,CURRENT,ATM
C0000430,Fraud,57000.0,Bihar,Patna,3,99,1.0,1227,3,SAVINGS,ATM
C0000431,Cheating,21400.0,Telangana,Hyderabad,3,101,1.0,1451,3,SAVINGS,BRANCH
C0000432,Fraud,659600.0,Maharashtra,Pune,2,9,0.9571,1441,5,SAVINGS,BRANCH
C0000433,Fraud,42700.0,Telangana,Hyderabad,3,30,1.0,1301,3,SAVINGS,ATM
C0000434,Fraud,4200.0,Uttarakhand,Mumbai,4,2,0.5034,657,8,SAVINGS,BRANCH
C0000435,Fraud,68500.0,Bihar,Patna,3,0,0.0,288,12,SAVINGS,ATM
C0000436,Fraud,32500.0,Telangana,Hyderabad,3,31,1.0,1619,3,SAVINGS,BRANCH
C0000437,Cheating,2220000.0,Odisha,Ahmedabad,3,0,0.0,323,3,SAVINGS,BRANCH
C0000438,Cheating,25600.0,Andhra Pradesh,Bengaluru,3,6,0.8775,447,5,CURRENT,ATM
C0000439,Fraud,96100.0,Telangana,Hyderabad,3,1,0.2953,273,7,SAVINGS,ATM
C0000440,Cheating,58300.0,Telangana,Hyderabad,3,0,0.0,607,3,SAVINGS,ATM
C0000441,Fraud,1888200.0,Telangana,Hyderabad,3,1,0.2953,215,3,CURRENT,ATM
C0000442,Cheating,22200.0,Odisha,Hyderabad,3,14,0.9926,157,3,SAVINGS,BRANCH
C0000443,Fraud,5200.0,Telangana,Hyderabad,3,0,0.0,622,6,CURRENT,ATM
C0000444,Fraud,1000.0,Telangana,Hyderabad,3,11,0.9787,1756,3,SAVINGS,ATM
C0000445,Cheating,1100.0,Maharashtra,Pune,3,17,0.9974,1935,3,SAVINGS,BRANCH
C0000446,Fraud,105500.0,Telangana,Hyderabad,2,102,1.0,1451,3,SAVINGS,ATM
C0000447,Fraud,9500.0,Madhya Pradesh,Mumbai,3,32,1.0,1301,3,SAVINGS,BRANCH
C0000448,Fraud,101200.0,Telangana,Hyderabad,3,1,0.2953,502,3,SAVINGS,BRANCH
C0000449,Fraud,213100.0,Telangana,Hyderabad,3,33,1.0,1301,3,SAVINGS,ATM
C0000450,Fraud,29100.0,Telangana,Hyderabad,3,1,0.2953,719,18,CURRENT,ATM
C0000451,Fraud,6400.0,Telangana,Hyderabad,2,1,0.2953,716,3,SAVINGS,ATM
C0000452,Fraud,15100.0,Maharashtra,Pune,3,34,1.0,1619,3,SAVINGS,ATM
C0000453,Cheating,174800.0,Andhra Pradesh,Jaipur,4,11,0.9787,1772,12,SAVINGS,BRANCH
C0000454,Cheating,220600.0,Maharashtra,Mumbai,3,0,0.0,934,3,SAVINGS,BRANCH
C0000455,Fraud,48200.0,Odisha,Bengaluru,3,0,0.0,1321,3,CURRENT,BRANCH
C0000456,Cheating,246300.0,Telangana,Hyderabad,2,5,0.8262,2183,3,SAVINGS,BRANCH
C0000457,Fraud,7000.0,Maharashtra,Mumbai,2,1,0.2953,1186,6,SAVINGS,ATM
C0000458,Fraud,52700.0,Telangana,Hyderabad,2,1,0.2953,1586,18,CURRENT,ATM
C0000459,Cheating,197100.0,Bihar,Patna,3,11,0.9787,873,3,SAVINGS,BRANCH
C0000460,Cheating,7800.0,Maharashtra,Pune,4,14,0.9926,625,12,SAVINGS,BRANCH
C0000461,Fraud,23300.0,Andhra Pradesh,Ahmedabad,4,0,0.0,207,6,SAVINGS,ATM
C0000462,Fraud,5100.0,Odisha,Hyderabad,3,102,1.0,1227,3,SAVINGS,ATM
C0000463,Cheating,3600.0,Bihar,Patna,3,104,1.0,1451,3,SAVINGS,ATM
C0000464,Cheating,1300.0,Telangana,Hyderabad,3,0,0.0,1312,4,SAVINGS,ATM
C0000465,Cheating,23500.0,Bihar,Patna,3,5,0.8262,1167,3,SAVINGS,ATM
C0000466,Fraud,2700.0,Tamil Nadu,Chennai,2,0,0.0,1749,3,SAVINGS,ATM
C0000467,Cheating,140000.0,Tamil Nadu,Chennai,4,8,0.9392,602,8,SAVINGS,BRANCH
C0000468,Fraud,3200.0,Telangana,Hyderabad,4,3,0.6501,290,7,SAVINGS,BRANCH
C0000469,Cyber Blackmailing,9600.0,Telangana,Hyderabad,2,35,1.0,1619,3,SAVINGS,ATM
C0000470,Fraud,4300.0,Telangana,Hyderabad,3,104,1.0,870,3,SAVINGS,ATM
C0000471,Cheating,210200.0,Bihar,Patna,3,2,0.5034,502,3,SAVINGS,BRANCH
C0000472,Fraud,18000.0,Andhra Pradesh,Bengaluru,4,1,0.2953,1695,18,SAVINGS,ATM
C0000473,Cheating,62900.0,Telangana,Hyderabad,3,1,0.2953,1237,3,SAVINGS,ATM
C0000474,Fraud,30600.0,Telangana,Hyderabad,4,7,0.9137,1365,5,CURRENT,ATM
C0000475,Cheating,5400.0,Gujarat,Ahmedabad,4,2,0.5034,1919,4,SAVINGS,BRANCH
C0000476,Fraud,10400.0,Telangana,Hyderabad,3,35,1.0,1654,3,SAVINGS,ATM
C0000477,Fraud,1140800.0,Telangana,Hyderabad,3,1,0.2953,200,18,SAVINGS,ATM
C0000478,Fraud,82000.0,Telangana,Hyderabad,3,105,1.0,870,3,SAVINGS,ATM
C0000479,Cheating,26300.0,Maharashtra,Pune,4,0,0.0,1518,5,SAVINGS,ATM
C0000480,Cheating,2800.0,Rajasthan,Jaipur,3,0,0.0,566,3,SAVINGS,ATM
C0000481,Fraud,9700.0,Andhra Pradesh,Lucknow,3,4,0.7534,1425,9,CURRENT,BRANCH
C0000482,Cheating,212100.0,Telangana,Hyderabad,4,8,0.9392,1365,5,CURRENT,BRANCH
C0000483,Cheating,322500.0,Odisha,Hyderabad,3,106,1.0,1227,3,SAVINGS,BRANCH
C0000484,Fraud,208100.0,Telangana,Hyderabad,3,0,0.0,783,7,SAVINGS,ATM
C0000485,Cheating,741000.0,Telangana,Hyderabad,2,107,1.0,870,3,SAVINGS,BRANCH
C0000486,Fraud,143200.0,Telangana,Hyderabad,5,3,0.6501,1055,6,SAVINGS,BRANCH
C0000487,Fraud,1400.0,Telangana,Hyderabad,3,10,0.9698,1680,12,SAVINGS,BRANCH
C0000488,Fraud,2220000.0,Bihar,Patna,3,0,0.0,670,3,SAVINGS,BRANCH
C0000489,Cheating,7900.0,Telangana,Hyderabad,3,0,0.0,2064,3,SAVINGS,ATM
C0000490,Cheating,230000.0,Telangana,Hyderabad,4,1,0.2953,1305,4,SAVINGS,ATM
C0000491,Data theft,9200.0,Telangana,Hyderabad,3,37,1.0,1619,3,SAVINGS,BRANCH
C0000492,Fraud,36500.0,Bihar,Patna,3,108,1.0,1227,3,SAVINGS,BRANCH
C0000493,Cheating,234600.0,Andhra Pradesh,Ahmedabad,3,0,0.0,1278,3,SAVINGS,BRANCH
C0000494,Cheating,78600.0,Telangana,Hyderabad,3,12,0.985,873,3,SAVINGS,ATM
C0000495,Cheating,62100.0,Bihar,Patna,3,1,0.2953,683,3,CURRENT,BRANCH
C0000496,Fake Profile,17500.0,Telangana,Hyderabad,3,0,0.0,1659,3,SAVINGS,ATM
C0000497,Fraud,12700.0,Telangana,Hyderabad,4,1,0.2953,461,5,CURRENT,BRANCH
C0000498,Cheating,134800.0,Maharashtra,Mumbai,4,9,0.9571,711,12,SAVINGS,BRANCH
C0000499,Cheating,9700.0,Uttar Pradesh,Lucknow,3,9,0.9571,1482,8,SAVINGS,ATM
C0000500,Fraud,1342500.0,Telangana,Hyderabad,2,6,0.8775,1219,6,SAVINGS,BRANCH
C0000501,Fraud,211300.0,Telangana,Hyderabad,3,6,0.8775,2183,3,SAVINGS,BRANCH
C0000502,Fraud,8700.0,Maharashtra,Mumbai,3,109,1.0,870,3,SAVINGS,BRANCH
C0000503,Cheating,63700.0,Andhra Pradesh,Ahmedabad,3,0,0.0,1636,3,SAVINGS,ATM
C0000504,Fraud,240600.0,Andhra Pradesh,Hyderabad,3,13,0.9894,886,12,SAVINGS,BRANCH
C0000505,Cheating,62600.0,Telangana,Hyderabad,4,2,0.5034,1582,4,SAVINGS,ATM
C0000506,Cheating,17600.0,Telangana,Hyderabad,5,0,0.0,297,6,SAVINGS,BRANCH
C0000507,Cheating,121400.0,Bihar,Patna,3,4,0.7534,290,7,SAVINGS,ATM
C0000508,Cyber Blackmailing,55900.0,Andhra Pradesh,Jaipur,3,13,0.9894,574,3,SAVINGS,BRANCH
C0000509,Fraud,4100.0,Odisha,Hyderabad,3,5,0.8262,908,3,SAVINGS,BRANCH
C0000510,Cheating,16600.0,Bihar,Patna,4,1,0.2953,1406,4,SAVINGS,ATM
C0000511,Cheating,68000.0,Bihar,Patna,2,12,0.985,1438,3,SAVINGS,ATM
C0000512,Fraud,14500.0,Telangana,Hyderabad,4,8,0.9392,2146,5,CURRENT,ATM
C0000513,Cheating,90300.0,Odisha,Jaipur,3,9,0.9571,447,5,CURRENT,ATM
C0000514,Cheating,2220000.0,Tamil Nadu,Chennai,3,2,0.5034,1495,3,SAVINGS,BRANCH
C0000515,Cheating,664500.0,Telangana,Hyderabad,3,1,0.2953,1675,4,SAVINGS,ATM
C0000516,Cheating,2700.0,Telangana,Hyderabad,5,0,0.0,480,10,SAVINGS,BRANCH
C0000517,Cheating,3800.0,Andhra Pradesh,Hyderabad,3,110,1.0,1227,3,SAVINGS,ATM
C0000518,Fraud,4200.0,Telangana,Hyderabad,4,0,0.0,1506,5,SAVINGS,BRANCH
C0000519,Fraud,26700.0,Telangana,Hyderabad,3,1,0.2953,850,3,SAVINGS,BRANCH
C0000520,Cheating,13200.0,Telangana,Hyderabad,3,111,1.0,1227,3,SAVINGS,ATM
C0000521,Fraud,614500.0,Telangana,Hyderabad,3,112,1.0,1227,3,SAVINGS,BRANCH
C0000522,Fraud,45000.0,Telangana,Hyderabad,3,18,0.9982,1649,3,SAVINGS,ATM
C0000523,Fraud,4900.0,Telangana,Hyderabad,3,113,1.0,1451,3,SAVINGS,BRANCH
C0000524,Fraud,18900.0,Uttar Pradesh,Lucknow,3,2,0.5034,536,18,SAVINGS,BRANCH
C0000525,Cheating,6600.0,Telangana,Hyderabad,4,0,0.0,1499,18,SAVINGS,ATM
C0000526,Cheating,337600.0,Telangana,Hyderabad,3,114,1.0,1227,3,SAVINGS,ATM
C0000527,Fraud,112900.0,Telangana,Hyderabad,4,12,0.985,1880,12,CURRENT,ATM
C0000528,Fraud,1905900.0,Maharashtra,Pune,3,0,0.0,1571,3,SAVINGS,BRANCH
C0000529,Fraud,9000.0,Telangana,Hyderabad,2,1,0.2953,1866,8,SAVINGS,ATM
C0000530,Fraud,1183900.0,Telangana,Hyderabad,3,38,1.0,1619,3,SAVINGS,ATM
C0000531,Cheating,137300.0,Bihar,Patna,4,5,0.8262,154,9,SAVINGS,BRANCH
C0000532,Cheating,89100.0,Telangana,Hyderabad,3,115,1.0,870,3,SAVINGS,ATM
C0000533,Cheating,2220000.0,Bihar,Patna,3,116,1.0,1227,3,SAVINGS,BRANCH
